term	reading	frequency	kana_frequency
いっつも	いっつも	5581	
１時間	いちじかん	5582	212630
どうでもよい	どうでもよい	5583	
吠える	ほえる	5584	12997
および	および	5585	
フランス	フランス	5586	
とめる	とめる	5587	
にすぎない	にすぎない	5588	
静かに	しずかに	5589	46500
ビックリ	ビックリ	5590	
引き続く	ひきつづく	5591	72698
ざわめき	ざわめき	5592	
つつく	つつく	5593	
有様	ありさま	5594	13600
折	おり	5595	60885
とてつもない	とてつもない	5596	
らも	らも	5597	
うらやましい	うらやましい	5598	
投げかける	なげかける	5599	89059
飛びつく	とびつく	5600	39690
辛い	からい	5601	14840
交代	こうたい	5603	102295
予想通り	よそうどおり	5604	306168
手助け	てだすけ	5605	188384
出	で	5606	
辿る	たどる	5607	6896
構え	かまえ	5608	48692
調べ	しらべ	5609	50290
鞭	むち	5610	29244
舞い上がる	まいあがる	5611	89787
空っぽ	からっぽ	5612	21088
十三	じゅうさん	5613	125329
富	とみ	5614	54386
黄色	きいろ	5615	82772
包丁	ほうちょう	5616	82739
囚われる	とらわれる	5617	7992
甲高い	かんだかい	5618	66687
ねえねえ	ねえねえ	5619	
粉	こな	5620	27780
どうかと思う	どうかとおもう	5621	162289
猛烈	もうれつ	5622	99162
設備	せつび	5623	256904
小刻み	こきざみ	5624	98457
だに	だに	5625	
感嘆	かんたん	5626	150507
呑む	のむ	5627	7182
痺れる	しびれる	5628	12195
強いる	しいる	5629	6600
物質	ぶっしつ	5630	180805
後頭部	こうとうぶ	5631	
シャワー	シャワー	5632	
待ち合わせ	まちあわせ	5633	186450
法律	ほうりつ	5634	296966
重	じゅう	5635	67890
吹き出す	ふきだす	5636	37587
提示	ていじ	5637	
社員	しゃいん	5638	175740
だらしない	だらしない	5639	
明後日	あさって	5640	12588
ぱっと	ぱっと	5641	
送り出す	おくりだす	5642	130792
十六	じゅうろく	5643	120136
曰く	いわく	5644	13285
前日	ぜんじつ	5645	259667
何日	なんにち	5646	143672
宝物	たからもの	5647	78334
救出	きゅうしゅつ	5648	207116
芸術	げいじゅつ	5649	159693
職場	しょくば	5650	
衣	ころも	5651	44491
住所	じゅうしょ	5652	238730
過剰	かじょう	5653	116010
汚れ	よごれ	5654	82463
日頃	ひごろ	5655	103951
すっ	すっ	5656	
球	きゅう	5657	
手を打つ	てをうつ	5658	158583
本棚	ほんだな	5659	142830
現実的	げんじつてき	5660	222061
形成	けいせい	5661	
自力	じりき	5662	
側から	そばから	5663	13181
例え	たとえ	5664	30501
ひっそり	ひっそり	5665	
さえすれば	さえすれば	5666	
倒れ込む	たおれこむ	5667	90407
重力	じゅうりょく	5668	247797
空を飛ぶ	そらをとぶ	5669	169011
浴びせる	あびせる	5670	48296
くらいなら	くらいなら	5671	
軌道	きどう	5672	
国境	こっきょう	5673	200732
ついさっき	ついさっき	5674	
一直線	いっちょくせん	5675	
権限	けんげん	5676	110869
募る	つのる	5677	26895
くるくる	くるくる	5678	
言うまでもない	いうまでもない	5679	19282
はやい	はやい	5680	
真っ黒	まっくろ	5681	60387
いってくる	いってくる	5682	
ニコニコ	ニコニコ	5683	
ご一緒	ごいっしょ	5684	47196
このくらい	このくらい	5685	
ノリ	ノリ	5686	
賭け	かけ	5687	
１週間	いっしゅうかん	5688	164417
たいした	たいした	5689	
はじめまして	はじめまして	5690	
語りかける	かたりかける	5691	158536
ご両親	ごりょうしん	5692	233516
あらあら	あらあら	5693	
そらす	そらす	5694	
ごらん	ごらん	5695	
おそらくは	おそらくは	5696	
ける	ける	5697	
思い当たる	おもいあたる	5698	186807
わが	わが	5699	
みっともない	みっともない	5700	
徹底	てってい	5701	163545
陰に	いんに	5702	
宮	みや	5703	24881
致命的	ちめいてき	5704	187797
修復	しゅうふく	5705	
稽古	けいこ	5706	41497
誤る	あやまる	5707	104135
流れ込む	ながれこむ	5708	115169
側面	そくめん	5709	194917
寝かせる	ねかせる	5710	88765
一緒にする	いっしょにする	5711	43975
ムカつく	ムカつく	5712	
見極める	みきわめる	5713	119028
仰向け	あおむけ	5714	37294
不敵	ふてき	5715	162671
修正	しゅうせい	5716	290982
恋をする	こいをする	5717	225597
棟	むね	5718	256087
見物	けんぶつ	5719	103565
紛れる	まぎれる	5720	15191
主義	しゅぎ	5721	125302
ゴール	ゴール	5722	
よくよく	よくよく	5723	
日曜日	にちようび	5724	170569
もどかしい	もどかしい	5725	
食器	しょっき	5726	141553
切	せつ	5727	20100
未熟	みじゅく	5728	159264
保管	ほかん	5729	169721
大通り	おおどおり	5730	185999
手作り	てづくり	5731	140263
恐縮	きょうしゅく	5732	121862
作用	さよう	5733	258218
と比べて	とくらべて	5734	57471
禁じる	きんじる	5735	
引退	いんたい	5736	282928
知らせ	しらせ	5737	51992
根性	こんじょう	5738	75588
枯れる	かれる	5739	7973
重たい	おもたい	5740	103810
一向に	いっこうに	5741	21094
高価	こうか	5742	35081
付け加える	つけくわえる	5743	48983
愚痴	ぐち	5744	25694
ずらす	ずらす	5745	
遠ざける	とおざける	5746	120993
切断	せつだん	5747	200751
統一	とういつ	5748	238266
標的	ひょうてき	5749	226768
大切な人	たいせつなひと	5750	119153
この方	このかた	5751	31696
妊娠	にんしん	5752	119496
流行	りゅうこう	5753	101840
初めまして	はじめまして	5754	5690
傲慢	ごうまん	5755	59288
臨む	のぞむ	5756	29700
六十	ろくじゅう	5757	132270
成す	なす	5758	1972
制止	せいし	5759	
行	こう	5760	177201
宿す	やどす	5761	86151
域	いき	5762	
にこにこ	にこにこ	5763	
ならともかく	ならともかく	5764	
言い分	いいぶん	5765	105245
ざっと	ざっと	5766	
家事	かじ	5767	63198
ミルク	ミルク	5768	
拗ねる	すねる	5769	7210
ぶつぶつ	ぶつぶつ	5770	
家具	かぐ	5771	202344
降り立つ	おりたつ	5772	74097
冷静になる	れいせいになる	5773	
恩	おん	5774	197578
視点	してん	5775	
鐘	かね	5776	
空ける	あける	5777	4191
誰にでも	だれにでも	5778	51194
他人事	ひとごと	5779	45492
代償	だいしょう	5780	
復帰	ふっき	5781	137415
豊富	ほうふ	5782	132326
麻痺	まひ	5783	32786
に応じて	におうじて	5784	127769
なおも	なおも	5785	
組み合わせ	くみあわせ	5786	149129
ありそう	ありそう	5787	
わりと	わりと	5788	
おしゃべり	おしゃべり	5789	
うずくまる	うずくまる	5790	
ご苦労	ごくろう	5791	51998
冷や汗	ひやあせ	5792	128035
どうにもならない	どうにもならない	5793	
すぐにでも	すぐにでも	5794	
われわれ	われわれ	5795	
ところでは	ところでは	5796	
向かい	むかい	5797	60787
おかえりなさい	おかえりなさい	5798	
控えめ	ひかえめ	5799	51480
ぎりぎり	ぎりぎり	5800	
教え	おしえ	5801	82985
上機嫌	じょうきげん	5802	122758
志	こころざし	5803	65888
今月	こんげつ	5804	249733
ニヤリ	ニヤリ	5805	
可憐	かれん	5806	41683
逃走	とうそう	5807	
自分の力	じぶんのちから	5808	260558
そりゃそうだ	そりゃそうだ	5809	
老	ろう	5810	
もとへ	もとへ	5811	
溜める	ためる	5812	8090
愕然	がくぜん	5813	55195
掻く	かく	5814	2224
多	た	5815	
密か	ひそか	5816	6989
事業	じぎょう	5817	142712
惜しむ	おしむ	5818	41592
果物	くだもの	5819	64897
に備えて	にそなえて	5820	40686
申し出る	もうしでる	5821	162666
飲み干す	のみほす	5822	86715
実戦	じっせん	5823	
偽	にせ	5824	36385
見下す	みくだす	5825	131716
異性	いせい	5826	
知らす	しらす	5827	90137
偽り	いつわり	5828	50297
ぐるりと	ぐるりと	5829	
パニック	パニック	5830	
とんだ	とんだ	5831	
ストレート	ストレート	5832	
音声	おんせい	5833	210429
よく見ると	よくみると	5834	64480
思い切り	おもいきり	5835	153086
振り切る	ふりきる	5836	61998
写る	うつる	5837	304911
反発	はんぱつ	5838	110999
学	がく	5839	
学年	がくねん	5840	238000
堪能	たんのう	5841	88056
からすると	からすると	5842	
生まれ変わる	うまれかわる	5843	119269
堂	どう	5844	32301
神妙	しんみょう	5845	121823
ドラマ	ドラマ	5846	
所有	しょゆう	5847	218021
取り返す	とりかえす	5848	52886
紡ぐ	つむぐ	5849	43385
一冊	いっさつ	5850	117518
商店街	しょうてんがい	5851	247425
裏側	うらがわ	5852	125168
率	りつ	5853	
書物	しょもつ	5854	139089
引き離す	ひきはなす	5855	76787
詰め込む	つめこむ	5856	42689
ビビる	ビビる	5857	
怪しむ	あやしむ	5858	42482
形式	けいしき	5859	230742
出向く	でむく	5860	116999
日記	にっき	5861	78492
狂気	きょうき	5862	87989
往復	おうふく	5863	209874
世紀	せいき	5864	228924
シーツ	シーツ	5865	
目の当たり	まのあたり	5866	70885
積み上げる	つみあげる	5867	72189
微笑ましい	ほほえましい	5868	38899
兼	けん	5869	
従業員	じゅうぎょういん	5870	
未練	みれん	5871	82152
計る	はかる	5872	
正常	せいじょう	5873	
真正面	ましょうめん	5874	265980
陽気	ようき	5875	77098
栄養	えいよう	5876	98509
意識を失う	いしきをうしなう	5877	289423
予備	よび	5878	277214
解き放つ	ときはなつ	5879	102502
絞り出す	しぼりだす	5880	58178
不意打ち	ふいうち	5881	91788
根本的	こんぽんてき	5882	237650
地区	ちく	5883	25965
はまる	はまる	5884	
いまいち	いまいち	5885	
それはない	それはない	5886	
手つき	てつき	5887	152967
ぴたり	ぴたり	5888	
お見舞い	おみまい	5889	73193
しみじみ	しみじみ	5890	
腰かける	こしかける	5891	68389
このあたり	このあたり	5892	
のぼる	のぼる	5893	
ともあれ	ともあれ	5894	
いたる	いたる	5895	
見つけ出す	みつけだす	5896	89650
それと	それと	5897	
笑いかける	わらいかける	5898	220277
じゃなきゃ	じゃなきゃ	5899	
始め	はじめ	5900	2988
所	しょ	5901	251501
小	こ	5902	
館	かん	5903	120001
説得力	せっとくりょく	5904	298201
境	さかい	5905	37100
保護者	ほごしゃ	5906	191589
杯	はい	5907	91901
この野郎	このやろう	5908	68581
犯行	はんこう	5909	116937
不良	ふりょう	5910	143822
回数	かいすう	5911	289288
足を運ぶ	あしをはこぶ	5912	
仲直り	なかなおり	5913	104839
通報	つうほう	5914	166089
ややこしい	ややこしい	5915	
拾い上げる	ひろいあげる	5916	65496
格	かく	5917	
工夫	くふう	5918	37192
驚かす	おどろかす	5919	48494
訂正	ていせい	5920	194011
納める	おさめる	5921	13191
生き返る	いきかえる	5922	115185
お楽しみ	おたのしみ	5923	73986
屈辱	くつじょく	5924	141025
一筋	ひとすじ	5925	37193
通り抜ける	とおりぬける	5926	85542
後者	こうしゃ	5927	
映し出す	うつしだす	5928	93621
その気になる	そのきになる	5929	274051
大嫌い	だいきらい	5930	82432
触れ合う	ふれあう	5931	44286
担ぐ	かつぐ	5932	17185
順番に	じゅんばんに	5933	144090
適切	てきせつ	5934	186965
延々	えんえん	5935	39497
軍隊	ぐんたい	5936	165966
火事	かじ	5937	88010
追及	ついきゅう	5938	140844
取り残す	とりのこす	5939	80887
却下	きゃっか	5940	285615
ふふん	ふふん	5941	
素	す	5942	
立て直す	たてなおす	5943	77511
末に	すえに	5944	58490
解体	かいたい	5945	115726
別々	べつべつ	5946	66199
断ち切る	たちきる	5947	107719
実在	じつざい	5948	242205
試しに	ためしに	5949	32877
知	ち	5950	
批判	ひはん	5951	119558
スプーン	スプーン	5952	
意を決する	いをけっする	5953	
籠	かご	5954	14987
最大限	さいだいげん	5955	243712
張り付く	はりつく	5956	28797
恥じる	はじる	5957	85181
三回	さんかい	5958	306967
埋め尽くす	うめつくす	5959	91899
堅い	かたい	5960	12184
真意	しんい	5961	
引っ込む	ひっこむ	5962	33280
守り	まもり	5963	53991
愛おしい	いとおしい	5964	26285
強制的	きょうせいてき	5965	270258
古	いにしえ	5966	28284
ついつい	ついつい	5967	
内臓	ないぞう	5968	73685
今となっては	いまとなっては	5969	38800
面会	めんかい	5970	161829
極める	きわめる	5971	33086
免れる	まぬがれる	5972	32179
幻想	げんそう	5973	150036
息苦しい	いきぐるしい	5974	226018
第四	だいよん	5975	220094
時間が経つ	じかんがたつ	5976	
アイデア	アイデア	5977	
冷やす	ひやす	5978	71996
お家	おうち	5979	6691
お目にかかる	おめにかかる	5980	81607
ってか	ってか	5981	
２回	にかい	5982	166942
アリ	アリ	5983	
あらためて	あらためて	5984	
パッと	パッと	5985	
せえ	せえ	5986	
おくる	おくる	5987	
いいわけ	いいわけ	5988	
それなのに	それなのに	5989	
わたる	わたる	5990	
まもない	まもない	5991	
都合のいい	つごうのいい	5992	115507
ぶん	ぶん	5993	
やっていく	やっていく	5994	
気まぐれ	きまぐれ	5995	61295
きっかけに	きっかけに	5996	
お守り	おまもり	5997	74670
出て来る	でてくる	5998	35386
みえる	みえる	5999	
ド	ド	6000	
二週間	にしゅうかん	6001	286854
青空	あおぞら	6002	80129
天然	てんねん	6003	42279
飛び上がる	とびあがる	6004	42989
オッケー	オッケー	6005	
甘やかす	あまやかす	6006	88740
絡める	からめる	6007	26998
越す	こす	6008	17785
後日	ごじつ	6009	128282
婦人	ふじん	6010	
吉	きち	6011	
当人	とうにん	6012	261229
信念	しんねん	6013	
待ち構える	まちかまえる	6014	101985
抱き寄せる	だきよせる	6015	131138
万全	ばんぜん	6016	191225
境遇	きょうぐう	6017	130335
業務	ぎょうむ	6018	215519
面倒を見る	めんどうをみる	6019	94215
ほっとく	ほっとく	6020	
押し倒す	おしたおす	6021	124667
黙々	もくもく	6022	77802
一目	ひとめ	6023	50799
改造	かいぞう	6024	191783
押さえつける	おさえつける	6025	40380
手遅れ	ておくれ	6026	224524
講義	こうぎ	6027	
どうだい	どうだい	6028	
放り投げる	ほうりなげる	6029	109528
土下座	どげざ	6030	137833
そら	そら	6031	
好きなだけ	すきなだけ	6032	100603
牛乳	ぎゅうにゅう	6033	134468
華奢	きゃしゃ	6034	38994
不吉	ふきつ	6035	136874
運転手	うんてんしゅ	6036	260974
ラッキー	ラッキー	6037	
真っ青	まっさお	6038	47497
三百	さんびゃく	6039	117726
そうですが	そうですが	6040	
風情	ふぜい	6041	39291
官	かん	6042	
詩	し	6043	
振り絞る	ふりしぼる	6044	36678
背の高い	せのたかい	6045	251126
紫色	むらさきいろ	6046	143514
立ち直る	たちなおる	6047	130287
フォーク	フォーク	6048	
継続	けいぞく	6049	235503
沼	ぬま	6050	49489
京都	きょうと	6051	
一分	いちぶ	6052	
所へ	ところへ	6053	2614
レストラン	レストラン	6054	
功績	こうせき	6055	
ざま	ざま	6056	
会釈	えしゃく	6057	59389
するべき	するべき	6058	
活用	かつよう	6059	
あったかい	あったかい	6060	
劇	げき	6061	37085
一夜	いちや	6062	119317
目元	めもと	6063	161439
受験	じゅけん	6064	206654
足場	あしば	6065	166198
誠実	せいじつ	6066	197168
文明	ぶんめい	6067	
合間	あいま	6068	52690
根元	ねもと	6069	93320
目前	もくぜん	6070	
静まり返る	しずまりかえる	6071	54695
暴く	あばく	6072	37482
旗	はた	6073	
仲良し	なかよし	6074	42289
滝	たき	6075	20494
画像	がぞう	6076	
銀行	ぎんこう	6077	160864
おす	おす	6078	
すがる	すがる	6079	
２	に	6080	
あいにく	あいにく	6081	
気にかける	きにかける	6082	186205
か月	かげつ	6083	205810
まだしも	まだしも	6084	
よくやった	よくやった	6085	
はじまる	はじまる	6086	
ごろ	ごろ	6087	
ふり	ふり	6088	
イライラ	イライラ	6089	
何度も	なんども	6090	66995
しきりに	しきりに	6091	
いつのまにか	いつのまにか	6092	
こめかみ	こめかみ	6093	
弾ける	はじける	6094	101468
りする	りする	6095	
行き先	いきさき	6096	224921
金持ち	かねもち	6097	140760
いまさら	いまさら	6098	
きょう	きょう	6099	
並	なみ	6100	13990
干す	ほす	6102	38889
伝言	でんごん	6103	201286
疑問に思う	ぎもんにおもう	6104	255955
縮める	ちぢめる	6105	41585
帯	おび	6106	29284
かの	かの	6107	
上目遣い	うわめづかい	6108	168055
プログラム	プログラム	6109	
クール	クール	6110	
井	い	6111	
公開	こうかい	6112	296559
貧乏	びんぼう	6113	85299
要望	ようぼう	6114	74485
その際	そのさい	6115	74275
苛立つ	いらだつ	6116	28600
制度	せいど	6117	281077
費用	ひよう	6118	130515
滅多に	めったに	6119	7883
脅かす	おびやかす	6120	34689
トラック	トラック	6121	
遂げる	とげる	6122	26192
相応	そうおう	6123	115043
皆無	かいむ	6124	152888
気取る	きどる	6125	65700
察し	さっし	6126	
弁護士	べんごし	6127	147994
足早	あしばや	6128	187565
対照的	たいしょうてき	6129	302888
十七	じゅうしち	6130	189879
価値観	かちかん	6131	
一秒	いちびょう	6132	241929
定期的	ていきてき	6133	259354
励む	はげむ	6134	55683
歩き回る	あるきまわる	6135	103708
半日	はんにち	6136	236547
日差し	ひざし	6137	131326
タクシー	タクシー	6138	
現地	げんち	6139	125497
集う	つどう	6140	67796
交える	まじえる	6141	34489
尊重	そんちょう	6142	165927
一帯	いったい	6143	
柵	さく	6144	19734
ほんのり	ほんのり	6145	
臆病	おくびょう	6146	62195
版	はん	6147	200143
地震	じしん	6148	
恐れ	おそれ	6149	20191
悪戯	いたずら	6150	6885
畳	たたみ	6151	46798
お詫び	おわび	6152	17491
絶対的	ぜったいてき	6153	252544
どうと	どうと	6154	
連	れん	6155	147389
でもって	でもって	6156	
戦略	せんりゃく	6157	226262
のみならず	のみならず	6158	
見て取る	みてとる	6159	
加工	かこう	6160	
ターゲット	ターゲット	6161	
豆	まめ	6162	100701
疑惑	ぎわく	6163	149802
鼻先	はなさき	6164	207733
リズム	リズム	6165	
研究所	けんきゅうじょ	6166	231458
何があっても	なにがあっても	6167	29989
小鳥	ことり	6168	34294
吹っ飛ぶ	ふっとぶ	6169	46987
くさい	くさい	6170	
街中	まちなか	6171	131956
質問をする	しつもんをする	6172	283308
出世	しゅっせ	6173	130433
十八	じゅうはち	6174	128739
とぼける	とぼける	6175	
高鳴る	たかなる	6176	131929
忍び込む	しのびこむ	6177	48192
局	きょく	6178	87614
甲	こう	6179	209401
汁	しる	6180	37792
見	み	6181	
冗談じゃない	じょうだんじゃない	6182	96918
追跡	ついせき	6183	149417
最善	さいぜん	6184	
よろめく	よろめく	6185	
贈り物	おくりもの	6186	73480
きらきら	きらきら	6187	
ポン	ポン	6188	
ご挨拶	ごあいさつ	6189	28988
ひっくり返す	ひっくりかえす	6190	41482
くっつける	くっつける	6191	
それこそ	それこそ	6192	
はく	はく	6193	
さながら	さながら	6194	
にあたって	にあたって	6195	
ほんとうに	ほんとうに	6196	
無理もない	むりもない	6197	66986
ねだる	ねだる	6198	
言うことを聞く	いうことをきく	6199	44584
まわす	まわす	6200	
車	しゃ	6201	13694
器	き	6202	
悪	わる	6203	19647
軽蔑	けいべつ	6204	46892
だけあって	だけあって	6205	
大物	おおもの	6206	131811
脇腹	わきばら	6207	205799
今晩	こんばん	6208	66098
雑談	ざつだん	6209	241001
言い残す	いいのこす	6210	90999
スケジュール	スケジュール	6211	
共にする	ともにする	6212	36097
当分	とうぶん	6213	66898
キャラクター	キャラクター	6214	
庶民	しょみん	6215	201445
コピー	コピー	6216	
散らす	ちらす	6217	31789
平静	へいせい	6218	141014
威嚇	いかく	6219	59891
手早い	てばやい	6220	130361
迎えに行く	むかえにいく	6221	117705
明ける	あける	6222	4191
すすめる	すすめる	6223	
気を抜く	きをぬく	6224	
無能	むのう	6225	151826
チーズ	チーズ	6226	
吹き込む	ふきこむ	6227	
濁る	にごる	6228	49190
見透かす	みすかす	6229	153714
走り去る	はしりさる	6230	197332
並み	なみ	6231	13990
乳	ちち	6232	43795
委員	いいん	6233	45900
建つ	たつ	6234	
皺	しわ	6235	12586
委員長	いいんちょう	6236	223256
仕入れる	しいれる	6237	137382
都会	とかい	6238	297784
従える	したがえる	6239	51980
食い込む	くいこむ	6240	58389
有無	うむ	6241	95535
何なのか	なんなのか	6242	10792
記者	きしゃ	6243	
構築	こうちく	6244	222661
宣伝	せんでん	6245	158804
参加者	さんかしゃ	6246	293410
当の	とうの	6247	52888
仮	かり	6248	
生産	せいさん	6249	146991
存在感	そんざいかん	6250	246572
願望	がんぼう	6251	
最	さい	6252	29727
五百	ごひゃく	6253	119029
と言うと	というと	6254	2492
対決	たいけつ	6255	261767
お辞儀	おじぎ	6256	27386
関わり	かかわり	6257	25388
快い	こころよい	6258	42879
京	きょう	6259	114043
やっつける	やっつける	6260	
引き下がる	ひきさがる	6261	65587
助言	じょげん	6262	182552
気が済む	きがすむ	6263	253781
万人	ばんにん	6264	
口々	くちぐち	6265	244987
食卓	しょくたく	6266	
旅立つ	たびだつ	6267	131544
分だけ	ぶんだけ	6268	42477
貢献	こうけん	6269	101492
とどまる	とどまる	6270	
天下	てんか	6271	154288
最新	さいしん	6272	
就職	しゅうしょく	6273	209660
大幅	おおはば	6274	255699
寝顔	ねがお	6275	
ドン	ドン	6276	
めんどくさい	めんどくさい	6277	
１枚	いちまい	6278	115236
わりに	わりに	6279	
見たところ	みたところ	6280	12894
たいてい	たいてい	6281	
湧き上がる	わきあがる	6282	36986
おやすみなさい	おやすみなさい	6283	
わけではありません	わけではありません	6284	
及び	および	6285	5585
抱きかかえる	だきかかえる	6286	99807
おもむろに	おもむろに	6287	
ときどき	ときどき	6288	
ひと言	ひとこと	6289	15780
おろす	おろす	6290	
もとより	もとより	6291	
まかせる	まかせる	6292	
くせ	くせ	6293	
タダ	タダ	6294	
２日	ふつか	6295	98426
しょう	しょう	6296	
子どもたち	こどもたち	6297	70497
つくづく	つくづく	6298	
１本	いっぽん	6299	91311
つくす	つくす	6300	
冊	さつ	6301	40591
取り乱す	とりみだす	6302	90934
今になって	いまになって	6303	38992
塀	へい	6304	8890
調達	ちょうたつ	6305	
不便	ふべん	6306	151675
無人	むじん	6307	141269
からして	からして	6308	
ってよ	ってよ	6309	
四年	よねん	6310	
肺	はい	6311	249201
病人	びょうにん	6312	148424
スポーツ	スポーツ	6313	
究極	きゅうきょく	6314	158945
支持	しじ	6315	
咎める	とがめる	6316	22594
読書	どくしょ	6317	188603
手を上げる	てをあげる	6318	242796
口実	こうじつ	6319	295302
原稿	げんこう	6320	89017
あしらう	あしらう	6321	
色気	いろけ	6322	122450
髪型	かみがた	6323	
少なくなる	すくなくなる	6324	85420
細工	さいく	6325	74743
留まる	とまる	6326	6996
のく	のく	6327	
体制	たいせい	6328	82954
行き来	ゆきき	6329	66090
礼儀	れいぎ	6330	128207
粒	つぶ	6331	19796
押し殺す	おしころす	6332	101048
空腹	くうふく	6333	140040
急ぎ	いそぎ	6334	83469
ピンチ	ピンチ	6335	
有能	ゆうのう	6336	169950
人口	じんこう	6337	127576
だったろう	だったろう	6338	
平等	びょうどう	6339	112328
そっぽを向く	そっぽをむく	6340	58699
得	とく	6341	71201
頭脳	ずのう	6342	128326
走り回る	はしりまわる	6343	141907
入れ替わる	いれかわる	6344	81667
不正	ふせい	6345	163496
眠気	ねむけ	6346	
ぞっと	ぞっと	6347	
軽やか	かろやか	6348	63500
どうせなら	どうせなら	6349	
貧しい	まずしい	6350	79448
に沿って	にそって	6351	125622
決する	けっする	6352	76865
何度でも	なんどでも	6353	103077
低下	ていか	6354	166817
身を隠す	みをかくす	6355	259120
手柄	てがら	6356	62891
言葉を交わす	ことばをかわす	6357	92070
幾	いく	6358	32801
ほい	ほい	6359	
取り組む	とりくむ	6360	87115
五日	いつか	6361	
横切る	よこぎる	6362	75421
違反	いはん	6363	100718
調理	ちょうり	6364	211507
侮辱	ぶじょく	6365	90936
経済	けいざい	6366	209648
重視	じゅうし	6367	220044
直し	なおし	6368	52987
裁判	さいばん	6369	114963
形相	ぎょうそう	6370	68598
代理	だいり	6371	86834
欲求	よっきゅう	6372	289889
平	ひら	6373	18290
網	あみ	6374	27690
コツ	コツ	6375	
牽制	けんせい	6376	233861
建設	けんせつ	6377	224931
出血	しゅっけつ	6378	240292
大気	たいき	6379	259168
割って入る	わってはいる	6380	150594
役者	やくしゃ	6381	
死人	しにん	6382	
睡眠	すいみん	6383	135950
不	ふ	6384	
拍子	ひょうし	6385	
寺	てら	6386	
いってらっしゃい	いってらっしゃい	6387	
たてる	たてる	6388	
まし	まし	6389	
とらえる	とらえる	6390	
おもちゃ	おもちゃ	6391	
ってな	ってな	6392	
にらむ	にらむ	6393	
すり抜ける	すりぬける	6394	39798
できるようになる	できるようになる	6395	
通りかかる	とおりかかる	6396	80492
めでたい	めでたい	6397	
２時	にじ	6398	
振る舞い	ふるまい	6399	26291
めがける	めがける	6400	
放出	ほうしゅつ	6402	277149
無理をする	むりをする	6403	114264
気恥ずかしい	きはずかしい	6404	
一瞬にして	いっしゅんにして	6405	240399
ストップ	ストップ	6406	
陸	りく	6407	39099
とく	とく	6408	
奪い取る	うばいとる	6409	88230
突き飛ばす	つきとばす	6410	62791
向上	こうじょう	6411	257295
先月	せんげつ	6412	
懐く	なつく	6413	18478
流行る	はやる	6414	
個室	こしつ	6415	120312
目を合わせる	めをあわせる	6416	
竹	たけ	6417	
威厳	いげん	6418	96543
欠かす	かかす	6419	41990
にわかに	にわかに	6420	
お顔	おかお	6421	110997
抱き上げる	だきあげる	6422	82116
立ちはだかる	たちはだかる	6423	84144
自動	じどう	6424	152092
共感	きょうかん	6425	216127
核	かく	6426	194601
すんなり	すんなり	6427	
率直	そっちょく	6428	168150
仕切る	しきる	6429	
心境	しんきょう	6430	190271
承諾	しょうだく	6431	137380
ちょい	ちょい	6432	
離脱	りだつ	6433	213084
入	いり	6434	71482
右側	みぎがわ	6435	
段々	だんだん	6436	2383
報告書	ほうこくしょ	6437	288446
自動車	じどうしゃ	6438	169123
人殺し	ひとごろし	6439	75790
二重	にじゅう	6440	68294
植える	うえる	6441	224856
丈	たけ	6442	13976
逃亡	とうぼう	6443	197988
落胆	らくたん	6444	143459
足跡	あしあと	6445	95943
対等	たいとう	6446	91068
学者	がくしゃ	6447	185741
野球	やきゅう	6448	128484
メリット	メリット	6449	
ベスト	ベスト	6450	
立ち寄る	たちよる	6451	98344
取り付ける	とりつける	6452	31389
抱き合う	だきあう	6453	98990
数学	すうがく	6454	243614
精	せい	6455	
毎朝	まいあさ	6456	205534
自業自得	じごうじとく	6457	120029
切り離す	きりはなす	6458	119477
至るまで	いたるまで	6459	21783
無理はない	むりはない	6460	74921
投入	とうにゅう	6461	172667
漠然	ばくぜん	6462	66190
心細い	こころぼそい	6463	119429
代々	だいだい	6464	286037
反する	はんする	6465	93263
突っ立つ	つったつ	6466	34393
もう少しで	もうすこしで	6467	68385
しっ	しっ	6468	
罵る	ののしる	6469	26098
取り繕う	とりつくろう	6470	48781
侮る	あなどる	6471	30488
巻	かん	6472	
利	り	6473	
鹿	しか	6474	105101
滑らか	なめらか	6475	13289
わく	わく	6476	
日が暮れる	ひがくれる	6477	220501
破裂	はれつ	6478	113534
気を使う	きをつかう	6479	230754
活かす	いかす	6480	33397
幹	みき	6481	27697
しばらくの間	しばらくのあいだ	6482	28598
出くわす	でくわす	6483	70079
うける	うける	6484	
これこそ	これこそ	6485	
日付	ひづけ	6486	199157
なるだけ	なるだけ	6487	
あのよう	あのよう	6488	
ろくな	ろくな	6489	
ことごとく	ことごとく	6490	
決めつける	きめつける	6491	60580
もる	もる	6492	
をもって	をもって	6493	
釣り	つり	6494	35992
なおす	なおす	6495	
見せかける	みせかける	6496	51290
山ほど	やまほど	6497	152075
意味ない	いみない	6498	194993
すさまじい	すさまじい	6499	
なんと	なんと	6500	
イギリス	イギリス	6502	
手際	てぎわ	6503	84794
埋もれる	うもれる	6504	79221
滑稽	こっけい	6505	38294
引っ張り出す	ひっぱりだす	6506	56283
１０分	じっぷん	6507	228074
同感	どうかん	6508	208856
はにかむ	はにかむ	6509	
ここら	ここら	6510	
どうかしら	どうかしら	6511	
行使	こうし	6512	300993
各々	おのおの	6513	20689
動き回る	うごきまわる	6514	126589
茶色	ちゃいろ	6515	152416
二枚	にまい	6516	136891
交互	こうご	6517	108371
